id_beneficiaire,nom,sexe,age,region,province,statut,taille_menage,type_aide,montant_fcfa,nb_distributions,score_vulnerabilite,mois
2789,Aminata Ouedraogo,Féminin,26.0,Boucle du Mouhoun,Banwa,Réfugié,4,Abri d'urgence,124389.0,4,70,3
851,Ibrahim Nana,Masculin,63.0,Nord,Yatenga,Déplacé interne,1,Kit de survie,61561.0,6,73,1
718,Salamata Dabre,Féminin,32.0,Sahel,Soum,Déplacé interne,8,Aide alimentaire,55469.0,6,90,1
2697,Clarisse Tapsoba,Féminin,43.0,Est,Gourma,Déplacé interne,3,Aide alimentaire,53372.0,2,61,11
265,Aminata Tapsoba,Féminin,58.0,Est,Gnagna,Réfugié,6,Kit de survie,70282.0,7,86,11
76,Rokia Nana,Féminin,55.0,Sahel,Séno,Retourné,11,Soutien médical,36907.0,5,76,9
396,Clarisse Sanon,Féminin,49.0,Sahel,Oudalan,Retourné,3,Aide alimentaire,45820.0,4,64,11
2413,Safi Diallo,Féminin,69.0,Sahel,,Communauté hôte,10,Soutien médical,42478.0,6,92,10
2225,Salif Kabore,Masculin,66.0,Boucle du Mouhoun,Nayala,Déplacé interne,7,Abri d'urgence,124432.0,3,90,1
2657,Clarisse Ouedraogo,Féminin,28.0,Sahel,Oudalan,Retourné,3,Kit de survie,67632.0,4,58,11
397,Maimouna Dabre,Féminin,35.0,Boucle du Mouhoun,Banwa,Réfugié,9,Soutien médical,28797.0,3,71,1
1366,Issouf Tapsoba,Masculin,61.0,Sahel,Oudalan,Retourné,4,Aide alimentaire,57641.0,2,80,4
2371,Salamata Zongo,Féminin,40.0,Sahel,Séno,Communauté hôte,2,Soutien médical,21745.0,5,52,3
1904,Mamadou Diallo,Masculin,,Est,Tapoa,Communauté hôte,5,Aide alimentaire,42297.0,1,63,2
596,Abdoul Kone,Masculin,63.0,Boucle du Mouhoun,Mouhoun,Déplacé interne,4,Kit de survie,92122.0,3,86,1
2110,Maimouna Bambara,Féminin,42.0,Sahel,Séno,Communauté hôte,2,Aide alimentaire,41584.0,6,49,11
1297,Yacouba Kabore,Masculin,62.0,Centre,Ganzourgou,Réfugié,4,Abri d'urgence,150783.0,5,93,9
1822,Oumarou Bambara,Masculin,18.0,Nord,Zondoma,Retourné,7,Soutien médical,28266.0,2,65,3
873,Haoua Diallo,Féminin,68.0,Est,Gnagna,Communauté hôte,6,Abri d'urgence,144713.0,5,82,7
2760,Salif Sanon,Masculin,65.0,Est,Tapoa,Retourné,8,Aide alimentaire,45044.0,1,92,1
2327,Assita Zongo,Féminin,36.0,Sahel,Séno,Déplacé interne,2,Kit de survie,87880.0,5,73,10
1549,Moussa Sanon,Masculin,66.0,Nord,Loroum,Déplacé interne,10,Soutien médical,38873.0,1,94,10
37,Salif Sanon,Masculin,45.0,Boucle du Mouhoun,Mouhoun,Déplacé interne,5,Soutien médical,15635.0,6,67,3
2395,Haoua Dabre,Féminin,32.0,Centre,Oubritenga,Communauté hôte,3,Aide alimentaire,44393.0,6,32,10
2144,Oumarou Diallo,Masculin,51.0,Sahel,Soum,Déplacé interne,2,Kit de survie,65911.0,3,66,10
2422,Issouf Dabre,Masculin,23.0,Sahel,Soum,Retourné,11,Aide alimentaire,50149.0,2,92,7
978,Adama Kone,Masculin,35.0,Est,Gourma,Réfugié,5,Kit de survie,77046.0,3,86,4
1572,Mamadou Ouedraogo,Masculin,19.0,Sahel,Séno,Déplacé interne,4,Aide alimentaire,66963.0,7,87,10
1123,Zeinabou Toe,Féminin,31.0,Nord,Zondoma,Réfugié,11,Soutien médical,44237.0,2,72,9
2240,Adama Zongo,Masculin,64.0,Boucle du Mouhoun,Nayala,Déplacé interne,3,Aide alimentaire,45324.0,2,77,11
1893,Haoua Bambara,Féminin,48.0,Sahel,Soum,Réfugié,5,Kit de survie,86469.0,4,93,11
676,Aminata Zongo,Féminin,52.0,Nord,Zondoma,Déplacé interne,5,Kit de survie,67964.0,7,71,8
729,Issouf Ilboudo,Masculin,61.0,Boucle du Mouhoun,Banwa,Réfugié,5,Kit de survie,98965.0,5,96,4
413,Mariam Toe,Féminin,26.0,Centre,Ganzourgou,Réfugié,7,Abri d'urgence,133722.0,2,71,6
1517,Zeinabou Ilboudo,Féminin,59.0,Est,Tapoa,Retourné,4,Soutien médical,31312.0,7,57,9
1650,Aissata Ilboudo,Féminin,57.0,Est,Gnagna,Réfugié,11,Aide alimentaire,41833.0,4,82,5
826,Rokia Kone,Féminin,30.0,Sahel,Séno,Communauté hôte,9,Kit de survie,64627.0,2,74,5
617,Issouf Traore,Masculin,37.0,Sahel,Soum,Communauté hôte,9,Kit de survie,66310.0,6,67,12
115,Rokia Kone,Féminin,48.0,Centre,Oubritenga,Réfugié,10,Aide alimentaire,35976.0,3,80,5
418,Ibrahim Diallo,Masculin,60.0,Centre,Kadiogo,Communauté hôte,9,Aide alimentaire,63588.0,6,77,8
1626,Zeinabou Zongo,Féminin,31.0,Sahel,Séno,Retourné,8,Aide alimentaire,39930.0,7,84,11
2786,Moussa Traore,Masculin,52.0,Centre,Oubritenga,Retourné,10,Kit de survie,109772.0,2,56,3
90,Abdoul Kabore,Masculin,36.0,Nord,Zondoma,Déplacé interne,4,Abri d'urgence,101365.0,4,57,1
2083,Mamadou Nana,Masculin,44.0,Nord,Zondoma,Retourné,7,Soutien médical,30411.0,1,62,11
754,Drissa Coulibaly,Masculin,47.0,Sahel,Oudalan,Déplacé interne,4,Soutien médical,20899.0,5,84,4
1631,Rokia Coulibaly,Féminin,41.0,Est,Tapoa,Réfugié,2,Aide alimentaire,46994.0,2,67,9
12,Assita Tapsoba,Féminin,64.0,Est,Gourma,Déplacé interne,8,Aide alimentaire,37122.0,3,100,3
285,Haoua Toe,Féminin,43.0,Est,Gnagna,Réfugié,5,Aide alimentaire,64611.0,2,83,12
1067,Moussa Toe,Masculin,22.0,Sahel,Soum,Réfugié,6,Aide alimentaire,44011.0,1,95,6
1192,Fatoumata Dabre,Féminin,39.0,Centre,Kadiogo,Déplacé interne,9,Abri d'urgence,148074.0,6,77,8
1441,Haoua Toe,Féminin,25.0,Est,Gnagna,Déplacé interne,5,Kit de survie,79858.0,6,84,11
2659,Drissa Sanon,Masculin,51.0,Boucle du Mouhoun,Banwa,Communauté hôte,5,Aide alimentaire,42248.0,2,40,2
2658,Clarisse Sanon,Féminin,150.0,Sahel,Oudalan,Réfugié,4,Kit de survie,85118.0,3,84,7
2752,Aissata Coulibaly,Féminin,60.0,Sahel,Oudalan,Déplacé interne,10,Aide alimentaire,55163.0,5,100,4
1569,Assita Sawadogo,Féminin,35.0,Centre,Oubritenga,Réfugié,1,Kit de survie,82399.0,3,47,10
2443,Kadiatou Ouedraogo,Féminin,37.0,Sahel,Séno,Communauté hôte,2,Aide alimentaire,43514.0,2,46,7
1688,Clarisse Kabore,Féminin,46.0,Sahel,Oudalan,Déplacé interne,10,Aide alimentaire,33725.0,3,85,1
852,Mariam Diallo,Féminin,69.0,Sahel,Oudalan,Déplacé interne,5,Aide alimentaire,47710.0,3,100,8
2208,Zeinabou Zongo,Féminin,36.0,Nord,Loroum,Déplacé interne,11,Kit de survie,62722.0,7,65,6
896,Rasmane Toe,Masculin,36.0,Centre,Oubritenga,Communauté hôte,3,Aide alimentaire,31678.0,1,33,8
497,Aissata Dabre,Féminin,37.0,Est,Gnagna,Réfugié,7,Kit de survie,100106.0,6,87,3
2306,Moussa Ilboudo,Masculin,50.0,Centre,Kadiogo,Déplacé interne,8,Kit de survie,79184.0,6,76,11
1783,Hamidou Coulibaly,Masculin,69.0,Nord,Loroum,Déplacé interne,1,Aide alimentaire,58635.0,2,66,1
336,Issouf Ilboudo,Masculin,25.0,Est,Tapoa,Communauté hôte,8,Soutien médical,30714.0,4,67,4
516,Drissa Nana,Masculin,27.0,Est,Tapoa,Déplacé interne,1,Kit de survie,55251.0,7,56,4
1349,Kadiatou Kabore,Féminin,18.0,Est,Gnagna,Déplacé interne,10,Kit de survie,60519.0,1,96,12
1016,Fatima Traore,Féminin,21.0,Est,Gnagna,Retourné,3,Aide alimentaire,35570.0,1,60,6
2666,Drissa Dabre,Masculin,73.0,Sahel,Oudalan,Déplacé interne,10,Kit de survie,71664.0,4,100,4
1782,Aminata Bambara,Féminin,60.0,Sahel,Soum,Communauté hôte,2,Aide alimentaire,47563.0,4,74,12
1786,Aissata Diallo,Féminin,64.0,Boucle du Mouhoun,Banwa,Déplacé interne,2,Aide alimentaire,45802.0,4,66,3
2071,Safi Kabore,Féminin,43.0,Sahel,Oudalan,Réfugié,5,Aide alimentaire,32438.0,3,87,12
357,Oumarou Dabre,Masculin,63.0,Boucle du Mouhoun,Banwa,Réfugié,8,Aide alimentaire,56121.0,4,90,4
2706,Binta Ouedraogo,Féminin,62.0,Centre,Ganzourgou,Communauté hôte,3,Soutien médical,44107.0,7,59,9
1313,Aminata Kabore,Féminin,68.0,Centre,Oubritenga,Déplacé interne,8,Soutien médical,32664.0,1,97,9
1636,Souleymane Coulibaly,Masculin,52.0,Sahel,Séno,Déplacé interne,2,Aide alimentaire,33211.0,5,60,5
551,Maimouna Coulibaly,Féminin,19.0,Centre,Kadiogo,Déplacé interne,2,Soutien médical,33124.0,5,69,7
2389,Aissata Traore,Féminin,57.0,Boucle du Mouhoun,Mouhoun,Réfugié,2,Abri d'urgence,73354.0,2,56,4
2266,Aissata Traore,Féminin,59.0,Centre,Oubritenga,Déplacé interne,11,Aide alimentaire,63966.0,5,71,3
1228,Rasmane Kabore,Masculin,36.0,Centre,Kadiogo,Déplacé interne,9,Kit de survie,71149.0,4,72,8
2539,Haoua Ilboudo,Féminin,31.0,Boucle du Mouhoun,Banwa,Réfugié,11,Soutien médical,39683.0,2,83,11
958,Adama Tapsoba,Masculin,37.0,Sahel,Séno,Retourné,1,Soutien médical,44538.0,4,46,5
1774,Kadiatou Sawadogo,Féminin,68.0,Nord,Yatenga,Retourné,8,Aide alimentaire,53569.0,5,78,2
2142,Aissata Toe,Féminin,32.0,Sahel,Oudalan,Déplacé interne,5,Soutien médical,34538.0,5,75,2
1009,Salif Diallo,Masculin,72.0,Centre,Ganzourgou,Déplacé interne,4,Aide alimentaire,43927.0,1,81,12
1093,Haoua Sanon,Féminin,53.0,Est,Tapoa,Déplacé interne,3,Abri d'urgence,140666.0,7,71,7
2705,Aissata Kone,Féminin,60.0,Sahel,Soum,Réfugié,10,Soutien médical,,1,100,2
997,Mariam Kabore,Féminin,34.0,Sahel,Oudalan,Déplacé interne,2,Kit de survie,80922.0,5,61,10
1680,Salamata Traore,Féminin,41.0,Est,Gourma,Réfugié,11,Kit de survie,74062.0,6,90,5
154,Aminata Zongo,Féminin,69.0,Sahel,Séno,Déplacé interne,5,Soutien médical,31945.0,4,99,9
2744,Rasmane Zongo,Masculin,19.0,Nord,Yatenga,Retourné,5,Soutien médical,28420.0,7,65,10
581,Salif Kone,Masculin,42.0,Sahel,Séno,Communauté hôte,2,Aide alimentaire,57047.0,3,42,9
1471,Fatima Traore,Féminin,58.0,Est,Gourma,Déplacé interne,4,Aide alimentaire,58598.0,3,66,12
704,Oumarou Diallo,Masculin,71.0,Centre,Oubritenga,Communauté hôte,10,Soutien médical,18082.0,7,66,4
1213,Moussa Ouedraogo,Masculin,33.0,Est,Gnagna,Réfugié,4,Abri d'urgence,85744.0,4,82,10
897,Seydou Kabore,Masculin,48.0,Boucle du Mouhoun,Banwa,Retourné,11,Soutien médical,20260.0,1,61,3
488,Yacouba Zongo,Masculin,48.0,Nord,Yatenga,Communauté hôte,2,Aide alimentaire,54944.0,5,39,5
560,Kadiatou Diallo,Féminin,39.0,Est,Gnagna,Déplacé interne,2,Kit de survie,86846.0,7,57,7
1142,Issouf Bambara,Masculin,27.0,Nord,Yatenga,Communauté hôte,1,Aide alimentaire,42509.0,4,28,9
1120,Ibrahim Kabore,Masculin,26.0,Nord,Zondoma,Retourné,5,Aide alimentaire,56602.0,5,50,1
513,Kadiatou Nana,Féminin,26.0,Est,Gnagna,Déplacé interne,8,Aide alimentaire,45448.0,1,85,8
634,Aminata Dabre,Féminin,46.0,Sahel,Séno,Déplacé interne,5,Aide alimentaire,17163.0,5,84,7
2776,Boureima Coulibaly,Masculin,28.0,Centre,Ganzourgou,Réfugié,3,Soutien médical,25077.0,7,61,12
1665,Fatima Diallo,Féminin,32.0,Est,Gnagna,Déplacé interne,9,Kit de survie,92418.0,2,79,11
1013,Mariam Coulibaly,Féminin,66.0,Centre,Oubritenga,Déplacé interne,5,Soutien médical,20423.0,3,93,12
1932,Binta Dabre,Féminin,67.0,Centre,Oubritenga,Réfugié,6,Soutien médical,23065.0,1,90,7
1151,Assita Nana,Féminin,72.0,Centre,Kadiogo,Déplacé interne,9,Soutien médical,21763.0,3,91,2
2663,Salif Traore,Masculin,24.0,Centre,Oubritenga,Déplacé interne,10,Aide alimentaire,48898.0,3,77,5
117,Aissata Kabore,Féminin,39.0,Est,Gourma,Déplacé interne,2,Aide alimentaire,20702.0,1,58,9
741,Ibrahim Zongo,Masculin,35.0,Centre,Ganzourgou,Réfugié,2,Aide alimentaire,32985.0,4,56,7
2622,Zeinabou Kabore,Féminin,19.0,Sahel,Soum,Communauté hôte,5,Aide alimentaire,46521.0,3,68,11
1975,Rasmane Coulibaly,Masculin,47.0,Sahel,Soum,Communauté hôte,7,Abri d'urgence,126597.0,3,62,2
1082,Yacouba Kone,Masculin,20.0,Est,Gourma,Communauté hôte,7,Aide alimentaire,46598.0,7,76,11
1811,Salamata Ouedraogo,Féminin,72.0,Sahel,Oudalan,Retourné,7,Aide alimentaire,38097.0,2,92,11
831,Issouf Diallo,Masculin,28.0,Nord,Zondoma,Réfugié,4,Aide alimentaire,37687.0,6,70,7
120,Aissata Zongo,Féminin,26.0,Sahel,Oudalan,Déplacé interne,5,Aide alimentaire,46885.0,5,85,8
657,Abdoul Traore,Masculin,62.0,Sahel,Séno,Retourné,9,Aide alimentaire,44933.0,2,100,12
2591,Mariam Traore,Féminin,20.0,Centre,Oubritenga,Réfugié,4,Kit de survie,62253.0,3,73,10
2551,Yacouba Dabre,Masculin,41.0,Est,Gourma,Déplacé interne,5,Aide alimentaire,40590.0,6,72,10
2779,Rasmane Traore,Masculin,43.0,Boucle du Mouhoun,Nayala,Communauté hôte,2,Aide alimentaire,37973.0,4,36,3
636,Salif Kone,Masculin,22.0,Sahel,Soum,Retourné,11,Kit de survie,63876.0,5,91,2
370,Boureima Sawadogo,Masculin,56.0,Sahel,Oudalan,Réfugié,9,Abri d'urgence,123566.0,2,92,3
269,Rasmane Sawadogo,Masculin,67.0,Sahel,Soum,Communauté hôte,3,Abri d'urgence,83094.0,7,70,10
47,Mamadou Kabore,Masculin,28.0,Nord,Zondoma,Déplacé interne,10,Kit de survie,76614.0,3,79,3
992,Rokia Sanon,Féminin,51.0,Centre,Ganzourgou,Communauté hôte,3,Aide alimentaire,42863.0,2,39,7
877,Mariam Traore,Féminin,32.0,Centre,Ganzourgou,Retourné,10,Aide alimentaire,47566.0,5,66,2
774,Issouf Zongo,Masculin,20.0,Boucle du Mouhoun,Mouhoun,Communauté hôte,8,Aide alimentaire,43994.0,4,56,6
1220,Drissa Nana,Masculin,53.0,Centre,Oubritenga,Retourné,6,Aide alimentaire,56349.0,4,64,3
1127,Abdoul Nana,Masculin,51.0,Est,Gourma,Communauté hôte,8,Aide alimentaire,29889.0,5,55,9
5,Hamidou Traore,Masculin,66.0,Sahel,Soum,Réfugié,3,Aide alimentaire,56220.0,2,91,3
1596,Aminata Ouedraogo,Féminin,40.0,Nord,Zondoma,Réfugié,3,Aide alimentaire,45622.0,2,66,8
2312,Assita Sawadogo,Féminin,19.0,Nord,Zondoma,Retourné,1,Abri d'urgence,,2,47,8
1078,Fatima Bambara,Féminin,23.0,Nord,Yatenga,Déplacé interne,4,Soutien médical,18678.0,3,68,1
838,Salif Tapsoba,Masculin,45.0,Centre,Oubritenga,Réfugié,2,Abri d'urgence,120540.0,6,63,3
682,Oumarou Tapsoba,Masculin,35.0,Est,Tapoa,Communauté hôte,8,Soutien médical,45214.0,5,59,1
1716,Safi Ilboudo,Féminin,48.0,Sahel,Séno,Réfugié,8,Soutien médical,29412.0,2,91,2
2353,Mariam Diallo,Féminin,69.0,Boucle du Mouhoun,Nayala,Communauté hôte,3,Soutien médical,32709.0,6,61,8
2362,Mamadou Ilboudo,Masculin,54.0,Centre,Kadiogo,Déplacé interne,1,Kit de survie,85089.0,1,50,12
2198,Safi Dabre,Féminin,36.0,Sahel,Oudalan,Déplacé interne,5,Aide alimentaire,43476.0,7,89,8
1149,Mariam Sawadogo,Féminin,150.0,Centre,Ganzourgou,Communauté hôte,2,Soutien médical,33147.0,1,36,4
575,Aminata Sawadogo,Féminin,21.0,Nord,Yatenga,Réfugié,7,Aide alimentaire,45663.0,6,88,5
51,Assita Sanon,Féminin,52.0,Est,Gourma,Déplacé interne,5,Aide alimentaire,46105.0,6,80,5
854,Fatoumata Sanon,Féminin,45.0,Centre,Oubritenga,Déplacé interne,6,Aide alimentaire,23766.0,2,71,4
1983,Adama Ouedraogo,Masculin,42.0,Est,Gourma,Déplacé interne,9,Kit de survie,59609.0,2,84,7
1824,Clarisse Zongo,Féminin,57.0,Est,Gourma,Communauté hôte,6,Abri d'urgence,80902.0,4,59,3
834,Seydou Kabore,Masculin,49.0,Sahel,Soum,Réfugié,3,Kit de survie,89021.0,2,77,11
1116,Mariam Diallo,Féminin,38.0,Sahel,Séno,Communauté hôte,7,Aide alimentaire,39717.0,7,74,3
1167,Haoua Sanon,Féminin,64.0,Sahel,Oudalan,Réfugié,11,Kit de survie,91022.0,2,100,3
1907,Fatoumata Bambara,Féminin,63.0,Nord,Yatenga,Déplacé interne,11,Abri d'urgence,108237.0,4,98,12
972,Zeinabou Toe,Féminin,18.0,Boucle du Mouhoun,Banwa,Réfugié,2,Abri d'urgence,96477.0,4,67,7
400,Zeinabou Sawadogo,Féminin,59.0,Sahel,Séno,Communauté hôte,7,Aide alimentaire,44585.0,1,68,2
2369,Hamidou Zongo,Masculin,39.0,Centre,Oubritenga,Déplacé interne,6,Kit de survie,65758.0,6,76,10
20,Adama Coulibaly,Masculin,33.0,Sahel,Séno,Déplacé interne,7,Aide alimentaire,48110.0,1,93,11
685,Salamata Sanon,Féminin,69.0,Est,Tapoa,Déplacé interne,3,Soutien médical,18729.0,5,93,8
36,Kadiatou Coulibaly,Féminin,23.0,Boucle du Mouhoun,Nayala,Déplacé interne,3,Kit de survie,96981.0,1,72,1
2686,Ibrahim Tapsoba,Masculin,59.0,Boucle du Mouhoun,Banwa,Réfugié,9,Kit de survie,67385.0,5,74,12
525,Binta Zongo,Féminin,59.0,Nord,Yatenga,Déplacé interne,7,Aide alimentaire,45200.0,4,75,2
2456,Salif Coulibaly,Masculin,,Sahel,Soum,Déplacé interne,11,Abri d'urgence,121113.0,2,86,5
921,Assita Sawadogo,Féminin,27.0,Sahel,Séno,Communauté hôte,3,Aide alimentaire,46539.0,7,54,9
1842,Oumarou Coulibaly,Masculin,59.0,Sahel,Oudalan,Déplacé interne,7,Soutien médical,36858.0,5,81,4
1891,Souleymane Sawadogo,Masculin,36.0,Sahel,Séno,Retourné,11,Soutien médical,29513.0,1,74,10
538,Seydou Nana,Masculin,28.0,Nord,Yatenga,Réfugié,2,Aide alimentaire,50845.0,1,61,3
1706,Oumarou Kabore,Masculin,30.0,Sahel,Soum,Réfugié,8,Kit de survie,82989.0,4,93,5
2778,Salif Sawadogo,Masculin,53.0,Boucle du Mouhoun,Mouhoun,Réfugié,3,Kit de survie,77223.0,1,69,11
246,Zeinabou Nana,Féminin,58.0,Est,Tapoa,Réfugié,3,Abri d'urgence,116786.0,2,67,8
785,Souleymane Kone,Masculin,59.0,Sahel,Oudalan,Communauté hôte,4,Kit de survie,80993.0,5,55,11
1410,Assita Bambara,Féminin,39.0,Centre,Oubritenga,Communauté hôte,2,Aide alimentaire,43514.0,3,27,5
155,Aissata Sawadogo,Féminin,62.0,Boucle du Mouhoun,Banwa,Déplacé interne,4,Kit de survie,65696.0,6,79,4
1687,Rokia Coulibaly,Féminin,32.0,Centre,Ganzourgou,Communauté hôte,9,Kit de survie,71963.0,7,51,1
626,Abdoul Sanon,Masculin,48.0,Est,Tapoa,Communauté hôte,6,Aide alimentaire,52127.0,5,67,4
2726,Seydou Dabre,Masculin,67.0,Centre,Ganzourgou,Communauté hôte,6,Aide alimentaire,48352.0,6,77,10
1347,Hamidou Dabre,Masculin,47.0,Centre,Kadiogo,Déplacé interne,1,Kit de survie,95648.0,2,53,9
570,Issouf Coulibaly,Masculin,59.0,Est,Gourma,Déplacé interne,6,Kit de survie,85603.0,7,84,12
1759,Salif Toe,Masculin,62.0,Boucle du Mouhoun,Mouhoun,Communauté hôte,3,Soutien médical,43778.0,6,50,1
1817,Moussa Traore,Masculin,33.0,Nord,Loroum,Déplacé interne,1,Soutien médical,36790.0,2,50,3
2066,Assita Bambara,Féminin,48.0,Est,Tapoa,Déplacé interne,1,Aide alimentaire,39384.0,2,58,5
128,Rokia Tapsoba,Féminin,19.0,Boucle du Mouhoun,Mouhoun,Déplacé interne,1,Kit de survie,63962.0,3,56,10
1329,Aissata Ouedraogo,Féminin,30.0,Sahel,Oudalan,Communauté hôte,3,Kit de survie,88689.0,1,55,7
2007,Moussa Tapsoba,Masculin,49.0,Centre,Oubritenga,Déplacé interne,11,Soutien médical,33686.0,7,68,1
981,Seydou Nana,Masculin,49.0,Sahel,Oudalan,Réfugié,8,Aide alimentaire,44212.0,1,90,6
2662,Maimouna Ouedraogo,Féminin,65.0,Centre,Ganzourgou,Déplacé interne,9,Kit de survie,81952.0,3,96,4
191,Rasmane Bambara,Masculin,49.0,Centre,Kadiogo,Réfugié,7,Soutien médical,21603.0,5,72,10
1140,Aminata Zongo,Féminin,73.0,Sahel,Oudalan,Communauté hôte,11,Kit de survie,63475.0,6,90,1
993,Issouf Kabore,Masculin,41.0,Est,Gourma,Déplacé interne,6,Aide alimentaire,36006.0,1,77,1
700,Fatoumata Ilboudo,Féminin,47.0,Est,Tapoa,Déplacé interne,1,Aide alimentaire,38213.0,5,51,10
607,Oumarou Bambara,Masculin,25.0,Nord,Loroum,Réfugié,3,Abri d'urgence,132318.0,5,79,9
181,Moussa Nana,Masculin,53.0,Sahel,Oudalan,Communauté hôte,3,Soutien médical,31122.0,3,49,4
302,Kadiatou Kabore,Féminin,26.0,Est,Gourma,Communauté hôte,9,Aide alimentaire,33216.0,7,55,2
2634,Adama Kabore,Masculin,37.0,Centre,Oubritenga,Déplacé interne,10,Aide alimentaire,53166.0,6,65,8
1061,Mariam Ilboudo,Féminin,32.0,Nord,Zondoma,Déplacé interne,3,Aide alimentaire,54514.0,1,63,4
2677,Salif Ilboudo,Masculin,22.0,Sahel,Soum,Communauté hôte,9,Kit de survie,71057.0,1,75,2
2727,Hamidou Toe,Masculin,48.0,Est,Gnagna,Déplacé interne,11,Kit de survie,89157.0,2,86,1
1070,Issouf Traore,Masculin,31.0,Centre,Ganzourgou,Réfugié,6,Aide alimentaire,42832.0,2,71,7
2525,Clarisse Coulibaly,Féminin,65.0,Centre,Kadiogo,Retourné,11,Aide alimentaire,41112.0,4,88,2
2206,Aissata Toe,Féminin,30.0,Centre,Ganzourgou,Déplacé interne,7,Aide alimentaire,48288.0,4,78,4
1244,Kadiatou Bambara,Féminin,53.0,Est,Gourma,Déplacé interne,7,Aide alimentaire,45162.0,3,81,5
17,Ibrahim Kabore,Masculin,63.0,Sahel,Soum,Déplacé interne,6,Aide alimentaire,36160.0,2,100,1
2317,Salif Tapsoba,Masculin,45.0,Sahel,Oudalan,Réfugié,4,Kit de survie,78924.0,3,78,2
547,Adama Kone,Masculin,61.0,Sahel,,Déplacé interne,7,Soutien médical,29436.0,6,100,1
659,Rokia Kone,Féminin,31.0,Est,Gourma,Déplacé interne,5,Kit de survie,82306.0,7,75,6
2563,Mamadou Ilboudo,Masculin,63.0,Sahel,Soum,Déplacé interne,10,Soutien médical,27342.0,3,100,3
2594,Salamata Ilboudo,Féminin,22.0,Est,Tapoa,Retourné,3,Aide alimentaire,52752.0,4,61,10
1505,Yacouba Dabre,Masculin,37.0,Nord,Zondoma,Retourné,5,Kit de survie,78639.0,3,60,4
960,Clarisse Zongo,Féminin,44.0,Nord,,Communauté hôte,1,Kit de survie,87903.0,5,29,4
2332,Abdoul Kone,Masculin,52.0,Sahel,Oudalan,Communauté hôte,10,Kit de survie,68696.0,6,70,1
798,Clarisse Kone,Féminin,19.0,Est,Gourma,Réfugié,6,Aide alimentaire,59990.0,3,93,3
226,Seydou Kone,Masculin,37.0,Sahel,Séno,Communauté hôte,2,Kit de survie,89801.0,3,52,2
2075,Salamata Ilboudo,Féminin,69.0,Sahel,Séno,Communauté hôte,4,Soutien médical,30505.0,5,71,10
1800,Boureima Tapsoba,Masculin,55.0,Sahel,Soum,Déplacé interne,11,Soutien médical,25135.0,3,89,5
2486,Clarisse Dabre,Féminin,38.0,Est,Tapoa,Réfugié,8,Soutien médical,15268.0,1,89,4
1066,Haoua Toe,Féminin,25.0,Sahel,Soum,Déplacé interne,1,Kit de survie,56568.0,3,65,5
2278,Maimouna Dabre,Féminin,,Centre,Oubritenga,Déplacé interne,1,Aide alimentaire,48544.0,7,44,4
2086,Mariam Dabre,Féminin,34.0,Nord,Loroum,Déplacé interne,7,Aide alimentaire,54390.0,2,67,1
1694,Yacouba Tapsoba,Masculin,56.0,Nord,Yatenga,Déplacé interne,3,Kit de survie,87695.0,4,54,7
1046,Salamata Diallo,Féminin,20.0,Est,Gnagna,Réfugié,7,Aide alimentaire,69539.0,4,100,6
470,Aminata Sanon,Féminin,57.0,Est,Tapoa,Retourné,1,Soutien médical,30314.0,3,49,2
955,Adama Kone,Masculin,39.0,Sahel,Séno,Réfugié,7,Aide alimentaire,40240.0,3,97,10
1332,Safi Traore,Féminin,70.0,Centre,Kadiogo,Déplacé interne,4,Aide alimentaire,34600.0,3,83,10
640,Ibrahim Sanon,Masculin,53.0,Boucle du Mouhoun,Nayala,Retourné,7,Soutien médical,34063.0,1,56,10
2637,Safi Coulibaly,Féminin,26.0,Centre,Kadiogo,Déplacé interne,11,Soutien médical,43170.0,2,71,11
1219,Fatoumata Traore,Féminin,26.0,Sahel,Séno,Réfugié,11,Aide alimentaire,67113.0,5,97,11
1159,Safi Coulibaly,Féminin,48.0,Centre,Ganzourgou,Retourné,3,Soutien médical,26458.0,7,46,9
1416,Salamata Dabre,Féminin,60.0,Nord,Yatenga,Déplacé interne,7,Soutien médical,27245.0,3,97,5
2572,Haoua Tapsoba,Féminin,37.0,Sahel,Séno,Réfugié,3,Aide alimentaire,38866.0,5,80,12
1528,Abdoul Ouedraogo,Masculin,56.0,Boucle du Mouhoun,Nayala,Déplacé interne,10,Aide alimentaire,36674.0,3,79,12
2769,Maimouna Zongo,Féminin,56.0,Nord,Yatenga,Réfugié,5,Soutien médical,33069.0,7,70,2
1301,Seydou Toe,Masculin,46.0,Est,Tapoa,Communauté hôte,8,Kit de survie,85240.0,5,62,10
2718,Aminata Kabore,Féminin,20.0,Nord,Yatenga,Déplacé interne,10,Aide alimentaire,39961.0,4,75,11
1604,Salif Ouedraogo,Masculin,74.0,Sahel,Séno,Déplacé interne,2,Aide alimentaire,48548.0,7,85,1
161,Drissa Tapsoba,Masculin,55.0,Centre,Oubritenga,Communauté hôte,7,Aide alimentaire,42556.0,4,45,12
1705,Seydou Tapsoba,Masculin,51.0,Sahel,Soum,Déplacé interne,9,Kit de survie,52179.0,3,87,5
957,Rokia Coulibaly,Féminin,61.0,Centre,Oubritenga,Déplacé interne,4,Kit de survie,92775.0,5,76,5
